Contigs	mean_blastx
NODE_2567_length_550_cov_1.247357_Bu20_KC_P30	71.544
NODE_2567_length_550_cov_1.350951_Ed20_KC_P18	39.952
NODE_2567_length_550_cov_1.951374_Ed20_KC_P24	44.044
NODE_2567_length_561_cov_0.987603_Ba20_KC_P03	82.728
NODE_2567_length_579_cov_2.099602_Ya20_KC_P47	59.208
NODE_2567_length_588_cov_0.788650_Bu20_KC_P39	65.684
NODE_2568_length_503_cov_1.708920_Bu20_KC_P32	41.536
NODE_2568_length_505_cov_2.827103_Ya20_KC_P56	38.516
NODE_2568_length_506_cov_1.256410_Ya20_KC_P44	33.396
NODE_2568_length_515_cov_5.000000_Ed20_KC_P26	43.08
NODE_2568_length_532_cov_1.507692_Bu20_KC_P42	49.38
NODE_2568_length_532_cov_3.239560_Ba20_KC_P06	95.548
NODE_2568_length_541_cov_1.002155_Ba20_KC_P07	82.276
NODE_2568_length_541_cov_5.107759_Ed20_KC_P25	78.03
NODE_2568_length_550_cov_1.097252_Bu20_KC_P30	92.808
NODE_2568_length_550_cov_1.257928_Ed20_KC_P18	84.6652173913044
NODE_2568_length_672_cov_1.825210_Ba20_KC_P05	61.432
NODE_2569_length_503_cov_1.488263_Bu20_KC_P32	38.352
NODE_2569_length_505_cov_2.336449_Ya20_KC_P56	46.116
NODE_2569_length_515_cov_4.609589_Ed20_KC_P26	41.472
NODE_2569_length_528_cov_1.416851_Ya20_KC_P52	47.976
NODE_2569_length_532_cov_2.870330_Ba20_KC_P06	60.0666666666667
NODE_2569_length_541_cov_0.946121_Ba20_KC_P07	63.744
NODE_2569_length_541_cov_4.538793_Ed20_KC_P25	54.444
NODE_2569_length_548_cov_10.494692_Ya20_KC_P54	56.2666666666667
NODE_2569_length_550_cov_1.090909_Bu20_KC_P30	65.424
NODE_2569_length_550_cov_1.188161_Ed20_KC_P18	48.4
NODE_2569_length_550_cov_1.655391_Ed20_KC_P24	49.768
NODE_2569_length_560_cov_8.198758_Ba20_KC_P03	49.068
NODE_2569_length_579_cov_1.780876_Ya20_KC_P47	69.652
NODE_2569_length_596_cov_1.439306_Ba20_KC_P01	54.364
NODE_2569_length_672_cov_1.746218_Ba20_KC_P05	49.488
NODE_256_length_1008_cov_6.023631_Ed20_KC_P18	53.204
NODE_256_length_1014_cov_15.783351_Ed20_KC_P25	64.5333333333333
NODE_256_length_1050_cov_2.063720_Ba20_KC_P05	45.52
NODE_256_length_1057_cov_4.694898_Bu20_KC_P39	33.768
NODE_256_length_1067_cov_23.576768_Ya20_KC_P47	77.1
NODE_256_length_543_cov_0.894850_Ba20_KC_P12	62.256
NODE_256_length_624_cov_1.036563_Ba20_KC_P10	73.888
NODE_256_length_671_cov_1.067340_Ed20_KC_P22	40.332
NODE_256_length_679_cov_1.116279_Ba20_KC_P02	57.632
NODE_256_length_744_cov_2.064468_Ba20_KC_P09	55.52
NODE_256_length_757_cov_0.954412_Ba20_KC_P04	38.944
NODE_256_length_794_cov_9.425384_Bu20_KC_P33	38.8
NODE_256_length_796_cov_6.280946_Ed20_KC_P16	70.976
NODE_256_length_807_cov_1.901370_Ba20_KC_P08	42.24
NODE_256_length_820_cov_17.255720_Bu20_KC_P41	92.6777777777778
NODE_256_length_821_cov_2.561828_Ba20_KC_P06	69.084
NODE_256_length_829_cov_2.747340_Ed20_KC_P19	58.144
NODE_256_length_844_cov_22.101695_Bu20_KC_P34	54.092
NODE_256_length_856_cov_9.406932_Ed20_KC_P20	48.324
NODE_256_length_861_cov_3.942602_Ya20_KC_P53	49.972
NODE_256_length_913_cov_3.450957_Ya20_KC_P44	50.808
NODE_256_length_915_cov_3.737470_Bu20_KC_P40	59.584
NODE_256_length_930_cov_4.720985_Ba20_KC_P07	35.66
NODE_256_length_944_cov_3.519031_Ed20_KC_P26	67.35
NODE_256_length_949_cov_1.927752_Ba20_KC_P03	55.808
NODE_256_length_978_cov_2.804661_Bu20_KC_P42	51.532
NODE_256_length_995_cov_10.896514_Ed20_KC_P24	44.9
NODE_256_length_997_cov_2.396739_Bu20_KC_P30	69.508
NODE_2570_length_503_cov_1.380282_Bu20_KC_P32	63.18
NODE_2570_length_506_cov_0.899767_Ya20_KC_P44	87.996
NODE_2570_length_515_cov_3.570776_Ed20_KC_P26	50.504
NODE_2570_length_528_cov_0.949002_Ya20_KC_P52	34.044
NODE_2570_length_532_cov_1.221978_Bu20_KC_P42	41.1
NODE_2570_length_541_cov_0.745690_Ba20_KC_P07	47.144
NODE_2570_length_550_cov_1.052854_Ed20_KC_P18	98.2
NODE_2570_length_560_cov_7.857143_Ba20_KC_P03	42.868
NODE_2570_length_579_cov_1.653386_Ya20_KC_P47	54.016
NODE_2570_length_587_cov_3.582353_Bu20_KC_P39	61.02
NODE_2570_length_596_cov_1.362235_Ba20_KC_P01	80.8
NODE_2571_length_505_cov_2.072430_Ya20_KC_P56	41.45
NODE_2571_length_506_cov_0.890443_Ya20_KC_P44	55.8
NODE_2571_length_532_cov_1.092308_Bu20_KC_P42	54.1
NODE_2571_length_540_cov_5.613391_Ba20_KC_P07	46.208
NODE_2571_length_541_cov_3.655172_Ed20_KC_P25	35.788
NODE_2571_length_548_cov_7.961783_Ya20_KC_P54	76.972
NODE_2571_length_549_cov_17.059322_Bu20_KC_P30	92.3666666666667
NODE_2571_length_550_cov_1.021142_Ed20_KC_P18	69.056
NODE_2571_length_550_cov_1.226216_Ed20_KC_P24	40.4263157894737
NODE_2571_length_587_cov_3.292157_Bu20_KC_P39	51.412
NODE_2572_length_505_cov_1.278037_Ya20_KC_P56	42.968
NODE_2572_length_506_cov_0.883450_Ya20_KC_P44	48.828
NODE_2572_length_515_cov_3.029680_Ed20_KC_P26	51.74
NODE_2572_length_527_cov_3.211111_Ya20_KC_P52	34.044
NODE_2572_length_541_cov_1.961207_Ed20_KC_P25	73.948
NODE_2572_length_549_cov_6.658898_Bu20_KC_P30	49.764
NODE_2572_length_550_cov_0.968288_Ed20_KC_P18	71.9
NODE_2572_length_560_cov_4.192547_Ba20_KC_P03	65.96
NODE_2572_length_579_cov_0.940239_Ya20_KC_P47	70.364
NODE_2572_length_596_cov_1.063584_Ba20_KC_P01	83.656
NODE_2572_length_671_cov_4.902357_Ba20_KC_P05	51.1
NODE_2573_length_503_cov_1.021127_Bu20_KC_P32	65.092
NODE_2573_length_505_cov_1.268692_Ya20_KC_P56	56.504
NODE_2573_length_515_cov_2.799087_Ed20_KC_P26	69.72
NODE_2573_length_532_cov_2.147253_Ba20_KC_P06	44.472
NODE_2573_length_541_cov_1.922414_Ed20_KC_P25	32.425
NODE_2573_length_548_cov_4.870488_Ya20_KC_P54	64.748
NODE_2573_length_549_cov_5.930085_Bu20_KC_P30	51.552
NODE_2573_length_550_cov_0.894292_Ed20_KC_P18	39.136
NODE_2573_length_560_cov_3.465839_Ba20_KC_P03	50.152
NODE_2573_length_587_cov_2.758824_Bu20_KC_P39	41.956
NODE_2573_length_595_cov_34.855212_Ba20_KC_P01	75.148
NODE_2574_length_503_cov_1.007042_Bu20_KC_P32	34.3875
NODE_2574_length_506_cov_0.820513_Ya20_KC_P44	42.7
NODE_2574_length_527_cov_2.628889_Ya20_KC_P52	48.844
NODE_2574_length_532_cov_0.813187_Bu20_KC_P42	94.204
NODE_2574_length_532_cov_1.956044_Ba20_KC_P06	90.8
NODE_2574_length_540_cov_2.580994_Ba20_KC_P07	40.104
NODE_2574_length_548_cov_4.065817_Ya20_KC_P54	33.908
NODE_2574_length_549_cov_3.175847_Ed20_KC_P24	36.668
NODE_2574_length_560_cov_3.091097_Ba20_KC_P03	58.116
NODE_2574_length_587_cov_2.721569_Bu20_KC_P39	57.812
NODE_2575_length_515_cov_2.383562_Ed20_KC_P26	52.98
NODE_2575_length_540_cov_2.511879_Ba20_KC_P07	38.312
NODE_2575_length_541_cov_1.728448_Ed20_KC_P25	47.244
NODE_2575_length_549_cov_3.101695_Ed20_KC_P18	34.86
NODE_2575_length_549_cov_3.120763_Ed20_KC_P24	68.452
NODE_2575_length_549_cov_3.298729_Bu20_KC_P30	78.972
NODE_2575_length_560_cov_2.565217_Ba20_KC_P03	52.68
NODE_2575_length_587_cov_2.494118_Bu20_KC_P39	42.488
NODE_2576_length_503_cov_0.927230_Bu20_KC_P32	52.888
NODE_2576_length_505_cov_1.081776_Ya20_KC_P56	31.768
NODE_2576_length_527_cov_1.673333_Ya20_KC_P52	45.184
NODE_2576_length_532_cov_1.663736_Ba20_KC_P06	50.888
NODE_2576_length_540_cov_2.200864_Ba20_KC_P07	60.08
NODE_2576_length_541_cov_1.536638_Ed20_KC_P25	71.72
NODE_2576_length_549_cov_1.902542_Ed20_KC_P24	56.66
NODE_2576_length_549_cov_3.298729_Bu20_KC_P30	72.6090909090909
NODE_2576_length_560_cov_2.285714_Ba20_KC_P03	75.42
NODE_2576_length_587_cov_2.488235_Bu20_KC_P39	62.432
NODE_2577_length_505_cov_1.032710_Ya20_KC_P56	46.912
NODE_2577_length_505_cov_5.257009_Ya20_KC_P44	91
NODE_2577_length_515_cov_2.212329_Ed20_KC_P26	61.8714285714286
NODE_2577_length_527_cov_1.273333_Ya20_KC_P52	89.55
NODE_2577_length_531_cov_35.660793_Bu20_KC_P42	100
NODE_2577_length_540_cov_1.896328_Ba20_KC_P07	48.65
NODE_2577_length_548_cov_2.978769_Ya20_KC_P54	70.788
NODE_2577_length_549_cov_1.646186_Ed20_KC_P24	30.308
NODE_2577_length_549_cov_1.722458_Ed20_KC_P18	35.316
NODE_2577_length_560_cov_1.975155_Ba20_KC_P03	60.052
NODE_2577_length_587_cov_2.015686_Bu20_KC_P39	42.7
NODE_2577_length_595_cov_4.756757_Ba20_KC_P01	39.904
NODE_2578_length_515_cov_2.018265_Ed20_KC_P26	52
NODE_2578_length_532_cov_1.567033_Ba20_KC_P06	58.204
NODE_2578_length_540_cov_1.846652_Ba20_KC_P07	80.55
NODE_2578_length_548_cov_2.736730_Ya20_KC_P54	48.652
NODE_2578_length_549_cov_1.578390_Ed20_KC_P24	53.472
NODE_2578_length_549_cov_1.686441_Ed20_KC_P18	45.788
NODE_2578_length_549_cov_2.686441_Bu20_KC_P30	47.4
NODE_2578_length_560_cov_1.942029_Ba20_KC_P03	73.636
NODE_2578_length_595_cov_4.169884_Ba20_KC_P01	57.708
NODE_2578_length_671_cov_2.188552_Ba20_KC_P05	56.784
NODE_2579_length_505_cov_3.957944_Ya20_KC_P44	88.7
NODE_2579_length_515_cov_2.015982_Ed20_KC_P26	42.836
NODE_2579_length_527_cov_0.920000_Ya20_KC_P52	77.196
NODE_2579_length_532_cov_1.498901_Ba20_KC_P06	65.336
NODE_2579_length_540_cov_1.768898_Ba20_KC_P07	64.628
NODE_2579_length_548_cov_1.872611_Ya20_KC_P54	59.124
NODE_2579_length_560_cov_1.548654_Ba20_KC_P03	66.168
NODE_2579_length_578_cov_4.508982_Ya20_KC_P47	62.88
NODE_2579_length_587_cov_1.882353_Bu20_KC_P39	79.236
NODE_2579_length_671_cov_2.089226_Ba20_KC_P05	39.108
NODE_257_length_1006_cov_5.362756_Ed20_KC_P18	47.62
NODE_257_length_1011_cov_2.664882_Ed20_KC_P25	51.54
NODE_257_length_1050_cov_1.734841_Ba20_KC_P05	56.696
NODE_257_length_1056_cov_6.018386_Bu20_KC_P39	60.852
NODE_257_length_510_cov_2.399538_Ba20_KC_P11	58.368
NODE_257_length_542_cov_1.040860_Ba20_KC_P12	50.976
NODE_257_length_606_cov_1.493384_Ba20_KC_P13	63.588
NODE_257_length_623_cov_1.426740_Ba20_KC_P10	51.796
NODE_257_length_657_cov_1.929310_Ba20_KC_P14	45.5333333333333
NODE_257_length_667_cov_1.911864_Ed20_KC_P22	51.568
NODE_257_length_680_cov_2.330017_Ya20_KC_P48	40.416
NODE_257_length_681_cov_3.243377_Ya20_KC_P50	63.768
NODE_257_length_741_cov_31.756024_Ed20_KC_P23	70.7
NODE_257_length_793_cov_2.428771_Ed20_KC_P16	49.356
NODE_257_length_794_cov_1.128312_Bu20_KC_P33	32.628
NODE_257_length_807_cov_1.647945_Ba20_KC_P08	53.264
NODE_257_length_817_cov_8.052703_Bu20_KC_P41	44.176
NODE_257_length_820_cov_8.086137_Ba20_KC_P06	42.95
NODE_257_length_825_cov_4.660428_Bu20_KC_P29	49.1
NODE_257_length_828_cov_1.641811_Bu20_KC_P37	39.636
NODE_257_length_829_cov_2.321809_Ed20_KC_P19	48.82
NODE_257_length_844_cov_2.052151_Bu20_KC_P34	56.404
NODE_257_length_856_cov_2.322208_Ed20_KC_P20	52.404
NODE_257_length_861_cov_2.487245_Ed20_KC_P17	48.652
NODE_257_length_895_cov_2.441320_Bu20_KC_P36	49.24
NODE_257_length_911_cov_2.796163_Ya20_KC_P44	60.244
NODE_257_length_927_cov_3.890588_Ba20_KC_P07	63.616
NODE_257_length_939_cov_2.779582_Ba20_KC_P01	44.776
NODE_257_length_943_cov_31.272517_Ed20_KC_P26	58.08
NODE_257_length_948_cov_3.444317_Ba20_KC_P03	69.488
NODE_257_length_961_cov_1.561086_Ya20_KC_P56	53.648
NODE_257_length_978_cov_1.169811_Bu20_KC_P42	45.648
NODE_2580_length_502_cov_3.338824_Bu20_KC_P32	43.592
NODE_2580_length_505_cov_3.002336_Ya20_KC_P44	55.192
NODE_2580_length_527_cov_0.820000_Ya20_KC_P52	44.824
NODE_2580_length_531_cov_3.112335_Bu20_KC_P42	35.628
NODE_2580_length_532_cov_1.417582_Ba20_KC_P06	37.2
NODE_2580_length_540_cov_1.531317_Ba20_KC_P07	56.86
NODE_2580_length_549_cov_1.427966_Ed20_KC_P24	40.2
NODE_2580_length_549_cov_1.480932_Ed20_KC_P18	51.384
NODE_2580_length_549_cov_2.006356_Bu20_KC_P30	54.192
NODE_2580_length_560_cov_1.126294_Ba20_KC_P03	89.788
NODE_2580_length_587_cov_1.843137_Bu20_KC_P39	43.448
NODE_2580_length_595_cov_4.009653_Ba20_KC_P01	49.768
NODE_2581_length_505_cov_2.808411_Ya20_KC_P44	42.132
NODE_2581_length_515_cov_1.730594_Ed20_KC_P26	38.552
NODE_2581_length_527_cov_0.691111_Ya20_KC_P52	41.856
NODE_2581_length_540_cov_1.481641_Ba20_KC_P07	37.4
NODE_2581_length_541_cov_1.321121_Ed20_KC_P25	77.144
NODE_2581_length_548_cov_1.853503_Ya20_KC_P54	51.852
NODE_2581_length_549_cov_2.004237_Bu20_KC_P30	61.724
NODE_2581_length_578_cov_2.830339_Ya20_KC_P47	59.764
NODE_2581_length_587_cov_1.715686_Bu20_KC_P39	53.08
NODE_2581_length_595_cov_3.963320_Ba20_KC_P01	47.91
NODE_2582_length_505_cov_2.383178_Ya20_KC_P44	72.316
NODE_2582_length_515_cov_1.684932_Ed20_KC_P26	87.6941176470588
NODE_2582_length_531_cov_2.581498_Bu20_KC_P42	72.5
NODE_2582_length_532_cov_1.283516_Ba20_KC_P06	94.064
NODE_2582_length_541_cov_1.321121_Ed20_KC_P25	49.824
NODE_2582_length_548_cov_1.596603_Ya20_KC_P54	51.124
NODE_2582_length_549_cov_1.139831_Bu20_KC_P30	38.628
NODE_2582_length_549_cov_1.233051_Ed20_KC_P24	59.948
NODE_2582_length_549_cov_1.379237_Ed20_KC_P18	38.808
NODE_2582_length_559_cov_3.089212_Ba20_KC_P03	45.208
NODE_2582_length_587_cov_1.680392_Bu20_KC_P39	49.928
NODE_2582_length_595_cov_2.932432_Ba20_KC_P01	44.516
NODE_2582_length_671_cov_1.821549_Ba20_KC_P05	48.736
NODE_2583_length_505_cov_2.179907_Ya20_KC_P44	41.856
NODE_2583_length_532_cov_1.239560_Ba20_KC_P06	49.256
NODE_2583_length_540_cov_1.427646_Ba20_KC_P07	42.152
NODE_2583_length_549_cov_0.769068_Ed20_KC_P24	47.648
NODE_2583_length_549_cov_1.078390_Bu20_KC_P30	62.604
NODE_2583_length_559_cov_2.943983_Ba20_KC_P03	66.588
NODE_2583_length_587_cov_1.466667_Bu20_KC_P39	37.58
NODE_2583_length_595_cov_2.928571_Ba20_KC_P01	57.132
NODE_2584_length_502_cov_2.098824_Bu20_KC_P32	52.48
NODE_2584_length_505_cov_1.733645_Ya20_KC_P44	50.008
NODE_2584_length_531_cov_2.460352_Bu20_KC_P42	52.352
NODE_2584_length_532_cov_1.156044_Ba20_KC_P06	33.492
NODE_2584_length_541_cov_0.989224_Ed20_KC_P25	28.596
NODE_2584_length_548_cov_4.855626_Bu20_KC_P30	49.74
NODE_2584_length_559_cov_2.275934_Ba20_KC_P03	62.036
NODE_2584_length_578_cov_2.157685_Ya20_KC_P47	41.7642857142857
NODE_2584_length_587_cov_1.419608_Bu20_KC_P39	61.508
NODE_2584_length_595_cov_2.855212_Ba20_KC_P01	56.396
NODE_2584_length_671_cov_1.498316_Ba20_KC_P05	58.2
NODE_2585_length_504_cov_4.182670_Ya20_KC_P56	34.688
NODE_2585_length_515_cov_1.472603_Ed20_KC_P26	75.932
NODE_2585_length_531_cov_2.253304_Bu20_KC_P42	44.596
NODE_2585_length_541_cov_0.769397_Ed20_KC_P25	54.675
NODE_2585_length_548_cov_3.246285_Bu20_KC_P30	65.36
NODE_2585_length_548_cov_7.660297_Ed20_KC_P24	79.44
NODE_2585_length_559_cov_2.155602_Ba20_KC_P03	52.12
NODE_2585_length_578_cov_1.982036_Ya20_KC_P47	50.404
NODE_2585_length_587_cov_1.360784_Bu20_KC_P39	56.196
NODE_2585_length_671_cov_1.461279_Ba20_KC_P05	35.88
NODE_2586_length_502_cov_1.896471_Bu20_KC_P32	34.676
NODE_2586_length_504_cov_3.543326_Ya20_KC_P56	88.85
NODE_2586_length_515_cov_1.365297_Ed20_KC_P26	41.5538461538462
NODE_2586_length_526_cov_4.011136_Ya20_KC_P52	48.784
NODE_2586_length_531_cov_1.845815_Bu20_KC_P42	48.032
NODE_2586_length_532_cov_0.960440_Ba20_KC_P06	74.308
NODE_2586_length_540_cov_1.257019_Ba20_KC_P07	64.648
NODE_2586_length_540_cov_11.829374_Ed20_KC_P25	95.1
NODE_2586_length_548_cov_2.356688_Bu20_KC_P30	52.724
NODE_2586_length_548_cov_5.764331_Ed20_KC_P24	31.508
NODE_2586_length_549_cov_0.836864_Ed20_KC_P18	59.228
NODE_2586_length_559_cov_1.923237_Ba20_KC_P03	41.08
NODE_2586_length_578_cov_1.840319_Ya20_KC_P47	37.628
NODE_2586_length_586_cov_5.086444_Bu20_KC_P39	58.656
NODE_2586_length_595_cov_2.808880_Ba20_KC_P01	83.704
NODE_2586_length_671_cov_0.688552_Ba20_KC_P05	41.212
NODE_2587_length_502_cov_1.776471_Bu20_KC_P32	100
NODE_2587_length_504_cov_2.899297_Ya20_KC_P56	67.188
NODE_2587_length_505_cov_1.521028_Ya20_KC_P44	64.832
NODE_2587_length_515_cov_1.164384_Ed20_KC_P26	66.56
NODE_2587_length_531_cov_1.762115_Bu20_KC_P42	71.428
NODE_2587_length_532_cov_0.892308_Ba20_KC_P06	65.652
NODE_2587_length_540_cov_1.196544_Ba20_KC_P07	63.688
NODE_2587_length_548_cov_1.097665_Ya20_KC_P54	83.15
NODE_2587_length_548_cov_2.239915_Bu20_KC_P30	85.7
NODE_2587_length_549_cov_0.572034_Ed20_KC_P18	65.576
NODE_2587_length_586_cov_3.988212_Bu20_KC_P39	74.5
NODE_2587_length_595_cov_2.447876_Ba20_KC_P01	54.312
NODE_2587_length_670_cov_8.733558_Ba20_KC_P05	47.588
NODE_2588_length_502_cov_1.576471_Bu20_KC_P32	51.808
NODE_2588_length_505_cov_1.490654_Ya20_KC_P44	61.112
NODE_2588_length_515_cov_1.127854_Ed20_KC_P26	62.96
NODE_2588_length_531_cov_1.713656_Bu20_KC_P42	57.212
NODE_2588_length_532_cov_0.784615_Ba20_KC_P06	81.0733333333333
NODE_2588_length_540_cov_1.185745_Ba20_KC_P07	55.096
NODE_2588_length_540_cov_2.833693_Ed20_KC_P25	70.9
NODE_2588_length_548_cov_1.006369_Ya20_KC_P54	67.416
NODE_2588_length_548_cov_2.097665_Bu20_KC_P30	66.34
NODE_2588_length_548_cov_4.182590_Ed20_KC_P24	50.504
NODE_2588_length_549_cov_0.419492_Ed20_KC_P18	39.488
NODE_2588_length_559_cov_1.446058_Ba20_KC_P03	53.512
NODE_2588_length_578_cov_1.718563_Ya20_KC_P47	96
NODE_2588_length_595_cov_2.430502_Ba20_KC_P01	40.756
NODE_2589_length_515_cov_1.079909_Ed20_KC_P26	44.448
NODE_2589_length_531_cov_1.533040_Bu20_KC_P42	36.908
NODE_2589_length_540_cov_1.075594_Ba20_KC_P07	66.14
NODE_2589_length_549_cov_0.396186_Ed20_KC_P18	34.9
NODE_2589_length_559_cov_1.211618_Ba20_KC_P03	36.412
NODE_2589_length_578_cov_1.568862_Ya20_KC_P47	39.856
NODE_2589_length_586_cov_3.037328_Bu20_KC_P39	64.26
NODE_2589_length_670_cov_5.804384_Ba20_KC_P05	77.12
NODE_258_length_1056_cov_3.045965_Bu20_KC_P39	41.112
NODE_258_length_1067_cov_3.911111_Ya20_KC_P47	49.248
NODE_258_length_510_cov_2.378753_Ba20_KC_P11	46.816
NODE_258_length_542_cov_0.866667_Ba20_KC_P12	39.204
NODE_258_length_606_cov_1.393195_Ba20_KC_P13	42.1434782608696
NODE_258_length_622_cov_2.322936_Ba20_KC_P10	32.1909090909091
NODE_258_length_657_cov_0.991379_Ba20_KC_P14	60.64
NODE_258_length_666_cov_6.910017_Ed20_KC_P22	54.588
NODE_258_length_678_cov_2.382696_Ba20_KC_P02	50.608
NODE_258_length_724_cov_5.877898_Ya20_KC_P46	47.948
NODE_258_length_741_cov_1.299699_Ed20_KC_P23	98
NODE_258_length_743_cov_1.762763_Ba20_KC_P09	40.3294117647059
NODE_258_length_755_cov_1.982301_Ba20_KC_P04	49.944
NODE_258_length_805_cov_1.347527_Ya20_KC_P49	44.68
NODE_258_length_816_cov_49.300406_Bu20_KC_P41	60.628
NODE_258_length_820_cov_1.243607_Ba20_KC_P06	55.816
NODE_258_length_824_cov_21.504685_Bu20_KC_P29	62.0333333333333
NODE_258_length_827_cov_3.213333_Bu20_KC_P37	49.296
NODE_258_length_843_cov_1.758486_Ya20_KC_P51	44.548
NODE_258_length_844_cov_1.748370_Bu20_KC_P34	33.612
NODE_258_length_847_cov_1.457143_Ya20_KC_P55	98.2
NODE_258_length_860_cov_30.579821_Ed20_KC_P17	77.056
NODE_258_length_871_cov_2.481108_Ya20_KC_P45	63.996
NODE_258_length_879_cov_3.097257_Ed20_KC_P15	48.044
NODE_258_length_894_cov_1.470012_Bu20_KC_P36	43.48
NODE_258_length_911_cov_2.133094_Ya20_KC_P44	57.064
NODE_258_length_912_cov_3.519760_Bu20_KC_P40	41.416
NODE_258_length_939_cov_1.312065_Ba20_KC_P01	57.908
NODE_258_length_941_cov_1.199074_Ed20_KC_P26	48.852
NODE_258_length_941_cov_8.586806_Bu20_KC_P32	58.6
NODE_258_length_948_cov_3.226177_Ba20_KC_P03	52.232
NODE_258_length_948_cov_4.885189_Ya20_KC_P52	50.24
NODE_258_length_960_cov_2.836920_Ya20_KC_P56	62.388
NODE_258_length_985_cov_4.743392_Ya20_KC_P54	53
NODE_258_length_995_cov_2.649237_Bu20_KC_P30	50.656
NODE_2590_length_502_cov_1.404706_Bu20_KC_P32	58.136
NODE_2590_length_504_cov_2.402810_Ya20_KC_P56	31.4
NODE_2590_length_505_cov_1.411215_Ya20_KC_P44	35.9
NODE_2590_length_515_cov_1.025114_Ed20_KC_P26	44.4
NODE_2590_length_526_cov_2.316258_Ya20_KC_P52	52.176
NODE_2590_length_540_cov_2.516199_Ed20_KC_P25	50.536
NODE_2590_length_548_cov_1.626327_Bu20_KC_P30	39.5384615384615
NODE_2590_length_548_cov_2.957537_Ed20_KC_P24	47.384
NODE_2590_length_559_cov_1.205394_Ba20_KC_P03	74.064
NODE_2590_length_586_cov_2.605108_Bu20_KC_P39	66.8
NODE_2591_length_504_cov_2.245902_Ya20_KC_P56	37.6916666666667
NODE_2591_length_514_cov_4.782609_Ed20_KC_P26	65.596
NODE_2591_length_547_cov_6.404255_Ya20_KC_P54	71.4
NODE_2591_length_548_cov_1.602972_Bu20_KC_P30	74.884
NODE_2591_length_559_cov_0.892116_Ba20_KC_P03	37.636
NODE_2591_length_577_cov_6.766000_Ya20_KC_P47	34.368
NODE_2591_length_586_cov_2.184676_Bu20_KC_P39	55.476
NODE_2592_length_505_cov_1.327103_Ya20_KC_P44	33.2666666666667
NODE_2592_length_514_cov_3.796339_Ed20_KC_P26	78.8
NODE_2592_length_531_cov_6.433921_Ba20_KC_P06	45.8333333333333
NODE_2592_length_540_cov_2.246220_Ed20_KC_P25	38.052
NODE_2592_length_548_cov_2.174098_Ed20_KC_P24	33.712
NODE_2592_length_558_cov_5.334719_Ba20_KC_P03	59.38
NODE_2592_length_586_cov_1.972495_Bu20_KC_P39	50.128
NODE_2593_length_502_cov_1.134118_Bu20_KC_P32	68.944
NODE_2593_length_505_cov_1.301402_Ya20_KC_P44	49.924
NODE_2593_length_531_cov_1.121145_Bu20_KC_P42	44.66
NODE_2593_length_531_cov_4.942731_Ba20_KC_P06	39.488
NODE_2593_length_539_cov_3.114719_Ba20_KC_P07	67.06
NODE_2593_length_558_cov_4.097713_Ba20_KC_P03	56.356
NODE_2593_length_586_cov_1.567780_Bu20_KC_P39	72.004
NODE_2593_length_595_cov_1.272201_Ba20_KC_P01	57.744
NODE_2594_length_514_cov_2.691076_Ed20_KC_P26	48.476
NODE_2594_length_526_cov_1.710468_Ya20_KC_P52	72.916
NODE_2594_length_531_cov_1.070485_Bu20_KC_P42	100
NODE_2594_length_531_cov_4.720264_Ba20_KC_P06	80
NODE_2594_length_540_cov_2.008639_Ed20_KC_P25	57.892
NODE_2594_length_547_cov_3.519149_Ya20_KC_P54	51.364
NODE_2594_length_548_cov_2.855626_Ed20_KC_P18	48.496
NODE_2594_length_558_cov_3.403326_Ba20_KC_P03	66.704
NODE_2594_length_577_cov_3.890000_Ya20_KC_P47	51.872
NODE_2594_length_586_cov_1.330059_Bu20_KC_P39	45.512
NODE_2594_length_595_cov_1.131274_Ba20_KC_P01	42.132
NODE_2594_length_670_cov_3.634064_Ba20_KC_P05	51.52
NODE_2595_length_502_cov_0.804706_Bu20_KC_P32	50.308
NODE_2595_length_504_cov_1.894614_Ya20_KC_P56	63.748
NODE_2595_length_505_cov_1.191589_Ya20_KC_P44	61.24
NODE_2595_length_514_cov_2.597254_Ed20_KC_P26	35.6823529411765
NODE_2595_length_526_cov_1.481069_Ya20_KC_P52	58.932
NODE_2595_length_531_cov_1.046256_Bu20_KC_P42	44.0571428571429
NODE_2595_length_539_cov_2.686147_Ba20_KC_P07	56.232
NODE_2595_length_547_cov_3.136170_Ya20_KC_P54	47.212
NODE_2595_length_548_cov_1.244161_Bu20_KC_P30	65.52
NODE_2595_length_548_cov_2.575372_Ed20_KC_P18	41.164
NODE_2595_length_558_cov_2.609148_Ba20_KC_P03	76.388
NODE_2595_length_586_cov_1.294695_Bu20_KC_P39	43.924
NODE_2595_length_670_cov_3.227656_Ba20_KC_P05	57.9818181818182
NODE_2596_length_502_cov_0.778824_Bu20_KC_P32	45.964
NODE_2596_length_531_cov_1.030837_Bu20_KC_P42	49.264
NODE_2596_length_531_cov_3.568282_Ba20_KC_P06	54.58
NODE_2596_length_547_cov_2.563830_Ya20_KC_P54	38.5578947368421
NODE_2596_length_548_cov_1.123142_Bu20_KC_P30	57.964
NODE_2596_length_548_cov_2.023355_Ed20_KC_P24	42.636
NODE_2596_length_558_cov_2.607069_Ba20_KC_P03	46.624
NODE_2596_length_577_cov_3.228000_Ya20_KC_P47	79.5
NODE_2596_length_586_cov_1.188605_Bu20_KC_P39	68.176
